Severity,Temperature_C,Wind_Speed_kmh,Visibility_km,Precipitation_mm,Humidity_pct,Pressure_hPa,Speed_Limit,Weather_Condition,Road_Type,Hour,Day_of_Week,Month,State,Junction,Traffic_Signal,Crossing,Stop,Amenity,Country
4,31.6,50.0,4.4,6.36,75.7,1013.19,60,Rain,State Highway,8,Tuesday,9,"Hubballi, Karnataka",1,0,0,1,1,India
1,31.3,16.6,10.2,22.69,69.0,1002.89,80,Rain,Rural Road,8,Wednesday,8,"Hubballi, Karnataka",1,0,0,0,0,India
1,22.4,18.7,10.6,0.0,59.2,1008.33,40,Clear,National Highway,10,Friday,11,"Belagavi, Karnataka",0,0,1,1,0,India
3,30.7,1.4,4.8,0.0,68.5,1004.58,80,Cloudy,State Highway,1,Wednesday,12,"Mysuru, Karnataka",1,0,0,0,0,India
3,22.8,7.8,14.0,12.06,67.5,1012.99,50,Heavy Rain,State Highway,9,Thursday,12,"Mysuru, Karnataka",1,1,0,0,0,India
2,15.9,34.9,7.8,0.0,61.2,1010.26,60,Cloudy,National Highway,7,Friday,4,"Mysuru, Karnataka",0,0,0,1,0,India
3,27.2,3.8,10.3,0.0,66.7,1008.29,40,Fog,National Highway,9,Thursday,2,"Hubballi, Karnataka",0,0,0,0,0,India
1,29.3,1.9,11.0,0.0,32.7,1014.78,50,Clear,National Highway,6,Sunday,1,"Belagavi, Karnataka",1,1,1,0,0,India
1,27.4,8.0,5.6,0.0,79.0,1008.65,50,Clear,City Street,20,Monday,9,"Mangaluru, Karnataka",0,0,0,0,0,India
4,42.0,32.0,6.8,24.54,73.2,1016.67,50,Heavy Rain,National Highway,15,Friday,7,"Bengaluru, Karnataka",1,1,0,0,0,India
1,29.9,8.0,14.7,8.56,87.5,1016.6,50,Rain,State Highway,16,Saturday,3,"Mangaluru, Karnataka",0,1,0,0,1,India
3,28.7,6.2,9.8,0.54,52.8,1006.82,40,Thunderstorm,National Highway,18,Tuesday,7,"Bengaluru, Karnataka",1,1,0,0,0,India
4,30.1,12.6,1.9,0.0,73.6,1015.57,100,Cloudy,City Street,13,Wednesday,2,"Bengaluru, Karnataka",0,0,1,0,1,India
4,25.8,33.2,9.1,0.0,36.4,1010.56,100,Fog,City Street,5,Wednesday,6,"Mangaluru, Karnataka",0,0,0,0,0,India
3,32.6,0.6,9.9,15.19,38.5,1008.03,40,Rain,City Street,14,Sunday,8,"Mysuru, Karnataka",1,0,0,0,0,India
1,29.8,2.0,10.7,15.67,61.4,1011.97,50,Rain,State Highway,15,Wednesday,10,"Hubballi, Karnataka",0,0,1,0,1,India
2,29.6,1.7,4.0,0.0,56.3,1002.06,80,Cloudy,National Highway,17,Thursday,3,"Belagavi, Karnataka",0,1,0,0,1,India
1,24.9,1.1,9.9,0.0,80.7,1007.31,60,Clear,City Street,12,Tuesday,6,"Hubballi, Karnataka",0,1,0,0,0,India
4,20.2,4.3,7.5,0.0,82.7,1012.09,120,Fog,City Street,6,Monday,9,"Mangaluru, Karnataka",0,0,1,1,0,India
1,25.5,3.1,10.7,0.0,84.3,1008.53,100,Cloudy,National Highway,9,Friday,6,"Mysuru, Karnataka",0,1,1,1,0,India
1,29.4,9.5,11.5,0.0,74.0,1015.39,80,Cloudy,State Highway,10,Thursday,5,"Mangaluru, Karnataka",1,1,0,1,1,India
3,25.8,4.8,11.2,0.0,74.6,1008.01,50,Cloudy,National Highway,16,Monday,3,"Mangaluru, Karnataka",0,1,0,0,0,India
1,29.5,6.2,14.2,0.0,45.8,1010.61,50,Cloudy,National Highway,14,Sunday,9,"Mysuru, Karnataka",0,1,0,0,1,India
1,26.8,34.1,15.0,0.0,86.0,1009.4,50,Cloudy,City Street,10,Wednesday,8,"Mysuru, Karnataka",0,0,1,0,0,India
1,30.2,2.0,6.6,0.0,83.8,1002.36,60,Clear,City Street,23,Thursday,10,"Belagavi, Karnataka",0,1,1,0,0,India
4,23.1,5.9,8.9,8.14,44.3,1011.96,40,Heavy Rain,National Highway,15,Thursday,9,"Hubballi, Karnataka",0,1,0,0,1,India
2,29.0,3.6,12.2,0.0,72.0,1011.59,60,Cloudy,State Highway,8,Thursday,12,"Bengaluru, Karnataka",1,1,0,0,0,India
2,24.8,9.6,9.6,0.0,56.8,1000.34,80,Cloudy,Ring Road,6,Thursday,11,"Belagavi, Karnataka",0,1,1,0,0,India
3,20.3,16.0,1.8,0.0,92.7,997.65,40,Clear,City Street,7,Saturday,1,"Mangaluru, Karnataka",0,0,0,0,0,India
3,27.2,20.4,9.4,0.0,50.4,1007.73,80,Clear,Rural Road,8,Thursday,6,"Belagavi, Karnataka",1,0,0,0,0,India
1,35.7,8.7,13.7,0.0,66.4,1016.15,80,Clear,State Highway,7,Thursday,6,"Mysuru, Karnataka",1,0,1,0,0,India
1,20.7,23.2,5.8,12.53,67.8,1023.59,30,Rain,City Street,7,Tuesday,3,"Mangaluru, Karnataka",0,0,0,0,0,India
4,28.6,18.4,10.7,0.0,64.2,1000.9,120,Clear,State Highway,9,Thursday,6,"Belagavi, Karnataka",0,0,0,1,1,India
4,32.0,2.0,4.3,0.0,97.2,1018.13,50,Fog,National Highway,7,Thursday,8,"Belagavi, Karnataka",0,1,1,0,1,India
2,39.5,3.4,12.6,0.0,90.4,1015.81,50,Clear,State Highway,20,Friday,10,"Mysuru, Karnataka",0,0,1,1,0,India
3,25.5,13.4,10.7,0.0,40.4,1007.08,60,Clear,City Street,5,Saturday,9,"Mangaluru, Karnataka",0,0,0,0,0,India
2,24.8,44.2,8.3,0.0,72.3,1019.42,40,Clear,State Highway,13,Friday,9,"Belagavi, Karnataka",1,1,0,0,0,India
1,22.2,5.7,8.7,0.0,64.8,1012.33,60,Clear,City Street,11,Monday,3,"Mangaluru, Karnataka",0,1,1,0,0,India
3,33.7,3.1,5.5,7.91,77.5,1008.86,80,Rain,National Highway,23,Monday,8,"Mysuru, Karnataka",1,1,0,0,0,India
4,23.7,24.4,13.0,9.99,68.2,1001.1,50,Heavy Rain,State Highway,6,Thursday,9,"Mysuru, Karnataka",0,1,0,0,0,India
3,26.1,2.7,7.6,0.0,52.8,1010.51,40,Cloudy,National Highway,11,Tuesday,3,"Hubballi, Karnataka",0,0,0,0,0,India
2,18.8,14.3,11.5,0.0,49.4,1010.21,100,Clear,State Highway,22,Saturday,8,"Mangaluru, Karnataka",1,1,1,0,0,India
2,32.4,0.4,7.1,0.0,59.0,1021.19,50,Clear,National Highway,19,Sunday,1,"Mysuru, Karnataka",1,1,1,0,0,India
2,33.8,0.2,15.0,0.0,63.2,1005.27,60,Cloudy,State Highway,18,Wednesday,10,"Mangaluru, Karnataka",0,1,1,0,0,India
2,32.2,7.2,14.7,3.82,67.9,1005.57,80,Thunderstorm,State Highway,8,Friday,12,"Mangaluru, Karnataka",0,0,0,1,0,India
1,20.0,12.8,15.0,0.0,56.4,1007.45,60,Clear,State Highway,7,Friday,3,"Mangaluru, Karnataka",0,0,0,1,0,India
1,31.0,1.8,15.0,0.99,90.6,1023.28,50,Rain,City Street,16,Friday,9,"Mangaluru, Karnataka",0,0,0,0,0,India
2,19.6,17.3,8.1,0.0,73.0,1004.25,30,Cloudy,State Highway,21,Thursday,3,"Bengaluru, Karnataka",1,0,0,0,0,India
2,28.3,1.7,7.3,0.0,78.1,1016.54,50,Clear,City Street,14,Monday,12,"Mysuru, Karnataka",0,1,0,1,1,India
1,29.0,9.2,15.0,0.0,62.9,1002.21,40,Cloudy,City Street,14,Tuesday,4,"Belagavi, Karnataka",0,1,0,0,1,India
1,29.6,4.4,9.6,0.0,49.4,1012.16,50,Clear,State Highway,8,Monday,9,"Belagavi, Karnataka",1,0,0,0,0,India
1,30.7,16.7,12.5,10.4,78.3,1010.49,50,Rain,City Street,18,Thursday,7,"Hubballi, Karnataka",0,0,0,0,0,India
2,28.0,19.6,8.1,0.0,50.1,1006.5,80,Clear,City Street,7,Thursday,2,"Mysuru, Karnataka",1,0,0,0,1,India
1,18.2,0.8,8.2,0.35,34.7,1013.59,60,Rain,State Highway,9,Monday,12,"Hubballi, Karnataka",0,1,1,0,0,India
1,30.7,2.6,12.5,0.0,73.5,1006.0,40,Clear,Ring Road,11,Tuesday,7,"Mysuru, Karnataka",1,0,0,0,0,India
4,28.5,26.8,4.1,18.68,53.7,1001.92,50,Thunderstorm,City Street,13,Sunday,7,"Bengaluru, Karnataka",1,1,0,0,0,India
1,23.5,6.4,12.3,0.0,60.0,1008.44,50,Clear,Ring Road,8,Monday,10,"Hubballi, Karnataka",1,1,1,0,0,India
3,20.2,7.8,11.6,37.18,75.4,1005.41,50,Heavy Rain,City Street,6,Thursday,2,"Mysuru, Karnataka",0,0,1,0,1,India
3,35.7,2.2,8.4,5.41,51.0,1011.3,50,Rain,State Highway,15,Friday,3,"Mangaluru, Karnataka",0,1,1,0,0,India
4,34.2,50.0,10.1,13.86,41.0,1008.57,120,Thunderstorm,State Highway,9,Tuesday,8,"Mysuru, Karnataka",0,0,1,0,0,India
1,31.5,30.8,10.5,0.0,83.3,1017.82,60,Cloudy,City Street,15,Saturday,10,"Mysuru, Karnataka",1,1,1,0,0,India
1,24.6,0.0,10.7,0.32,64.1,1008.4,30,Rain,Ring Road,7,Monday,5,"Bengaluru, Karnataka",1,0,1,1,1,India
3,15.4,9.6,12.1,0.0,83.9,1011.38,100,Clear,City Street,13,Friday,7,"Hubballi, Karnataka",0,1,1,0,0,India
2,31.8,24.7,7.6,0.0,74.4,1004.19,50,Clear,Rural Road,14,Wednesday,11,"Mangaluru, Karnataka",1,0,0,0,1,India
1,29.8,6.8,15.0,0.0,74.8,1007.87,50,Cloudy,State Highway,4,Tuesday,2,"Bengaluru, Karnataka",0,1,0,0,0,India
2,26.1,6.9,9.4,0.0,67.5,1005.44,80,Clear,State Highway,10,Wednesday,3,"Mysuru, Karnataka",1,0,1,0,0,India
2,33.6,5.7,9.6,9.95,67.4,1015.92,40,Thunderstorm,Ring Road,6,Thursday,7,"Bengaluru, Karnataka",1,1,1,0,1,India
1,32.2,0.4,15.0,0.0,82.0,1006.21,50,Clear,City Street,4,Tuesday,9,"Belagavi, Karnataka",1,1,0,0,1,India
2,28.9,18.7,4.5,0.0,77.2,1006.75,80,Cloudy,Ring Road,23,Sunday,5,"Belagavi, Karnataka",1,1,1,0,0,India
1,28.2,7.3,15.0,0.0,56.2,1011.49,60,Cloudy,City Street,9,Monday,11,"Belagavi, Karnataka",1,1,1,0,0,India
1,28.3,9.1,10.3,0.0,72.4,1006.43,50,Cloudy,State Highway,18,Thursday,5,"Belagavi, Karnataka",0,1,0,1,0,India
1,31.4,3.5,8.4,0.0,55.7,1017.05,50,Cloudy,City Street,8,Thursday,8,"Mangaluru, Karnataka",0,1,0,1,1,India
2,23.7,18.4,6.6,0.0,60.3,1019.79,30,Clear,Ring Road,16,Saturday,1,"Belagavi, Karnataka",1,1,1,0,0,India
2,30.1,18.9,6.2,0.0,73.5,1005.51,30,Cloudy,City Street,18,Wednesday,12,"Mysuru, Karnataka",0,0,0,0,1,India
1,23.4,9.7,9.0,0.0,55.5,1014.23,40,Clear,State Highway,15,Thursday,12,"Mysuru, Karnataka",1,1,1,0,1,India
3,34.7,28.2,10.8,0.0,67.2,1005.78,60,Fog,State Highway,12,Sunday,8,"Mysuru, Karnataka",0,1,1,0,0,India
1,30.7,1.5,11.9,7.83,70.7,1008.22,60,Rain,City Street,11,Monday,11,"Mangaluru, Karnataka",1,1,0,1,0,India
4,24.6,18.5,10.8,8.52,59.9,1013.45,100,Thunderstorm,National Highway,10,Thursday,4,"Bengaluru, Karnataka",0,0,1,1,1,India
1,28.4,9.8,8.5,0.0,75.8,1010.7,60,Clear,City Street,21,Sunday,12,"Bengaluru, Karnataka",1,1,1,0,0,India
1,23.7,3.2,14.0,0.0,58.4,1010.83,50,Clear,National Highway,19,Monday,2,"Mangaluru, Karnataka",0,0,1,0,0,India
2,35.5,1.7,15.0,0.0,79.1,1015.49,80,Clear,State Highway,22,Saturday,1,"Mysuru, Karnataka",0,0,0,0,0,India
1,36.1,4.3,14.5,0.0,67.0,1015.46,30,Clear,City Street,6,Monday,11,"Mysuru, Karnataka",1,0,0,1,0,India
1,31.5,23.3,8.9,0.0,67.6,1010.26,30,Clear,State Highway,17,Saturday,7,"Hubballi, Karnataka",0,0,0,0,0,India
2,35.8,18.6,11.5,0.0,51.5,1006.83,40,Cloudy,City Street,21,Saturday,10,"Belagavi, Karnataka",1,0,0,0,1,India
1,28.8,12.4,11.7,0.0,61.5,1010.0,40,Clear,State Highway,7,Monday,1,"Belagavi, Karnataka",0,0,1,0,0,India
1,31.8,1.1,14.8,0.0,67.9,1004.96,40,Cloudy,Ring Road,4,Tuesday,8,"Mangaluru, Karnataka",1,0,1,0,0,India
3,34.1,37.2,9.0,2.79,80.4,1013.93,50,Heavy Rain,National Highway,17,Wednesday,12,"Mysuru, Karnataka",0,0,0,1,0,India
1,28.0,4.4,7.1,0.0,60.2,1009.06,50,Cloudy,National Highway,14,Wednesday,7,"Mangaluru, Karnataka",1,0,0,1,0,India
2,28.4,11.2,13.4,0.0,80.3,1004.47,60,Clear,Rural Road,19,Friday,2,"Hubballi, Karnataka",0,1,0,0,0,India
2,32.7,19.5,11.2,0.0,53.7,1016.7,50,Clear,City Street,6,Monday,3,"Hubballi, Karnataka",0,0,0,0,1,India
4,31.2,1.7,6.7,0.0,70.0,1009.93,120,Cloudy,National Highway,18,Monday,1,"Hubballi, Karnataka",0,0,0,0,0,India
1,24.2,12.7,12.1,0.0,57.4,1006.26,50,Clear,Ring Road,7,Tuesday,4,"Mysuru, Karnataka",0,1,0,0,1,India
1,17.1,0.4,15.0,0.0,88.2,1015.71,80,Cloudy,City Street,7,Saturday,5,"Bengaluru, Karnataka",0,0,0,0,0,India
3,27.1,1.3,7.9,0.0,85.5,1016.29,80,Clear,Ring Road,7,Wednesday,1,"Mangaluru, Karnataka",1,0,0,0,1,India
4,17.5,15.4,7.3,21.97,69.3,1000.57,30,Heavy Rain,City Street,18,Friday,9,"Bengaluru, Karnataka",1,0,0,0,1,India
1,23.0,2.0,10.1,8.72,57.0,1015.54,50,Rain,State Highway,16,Wednesday,11,"Bengaluru, Karnataka",1,1,0,0,0,India
1,23.6,7.0,12.0,0.0,42.2,1010.79,80,Cloudy,State Highway,13,Friday,9,"Hubballi, Karnataka",1,0,0,1,1,India
3,25.2,3.4,9.8,0.0,70.7,1014.86,100,Clear,State Highway,10,Monday,3,"Mangaluru, Karnataka",1,1,0,0,0,India
1,32.1,6.6,13.4,0.0,68.1,1009.66,60,Clear,City Street,20,Monday,4,"Belagavi, Karnataka",1,1,1,0,1,India
1,33.2,1.0,10.8,10.93,77.9,1011.9,100,Rain,State Highway,11,Friday,8,"Mangaluru, Karnataka",1,1,1,0,0,India
2,30.5,16.9,13.0,0.0,43.0,1008.48,60,Cloudy,National Highway,18,Sunday,5,"Bengaluru, Karnataka",0,0,0,0,0,India
1,31.2,1.0,7.8,0.0,67.1,1014.96,40,Clear,State Highway,12,Monday,8,"Bengaluru, Karnataka",0,1,0,0,0,India
2,31.3,21.8,6.3,0.0,71.4,1006.64,50,Clear,National Highway,10,Wednesday,1,"Mysuru, Karnataka",1,1,0,0,1,India
3,15.5,13.0,9.0,0.0,51.5,1015.13,60,Clear,Rural Road,12,Saturday,6,"Hubballi, Karnataka",0,0,0,1,0,India
3,28.1,6.5,6.0,19.81,66.7,1010.89,60,Rain,City Street,9,Monday,8,"Mysuru, Karnataka",0,0,1,0,0,India
1,19.0,24.2,11.2,0.0,54.1,1013.78,30,Clear,City Street,17,Tuesday,7,"Bengaluru, Karnataka",1,1,0,1,0,India
1,30.5,2.5,3.9,0.0,52.6,1004.95,40,Cloudy,Ring Road,13,Tuesday,8,"Belagavi, Karnataka",1,1,0,0,1,India
2,17.5,3.7,8.6,0.0,57.0,1012.11,60,Cloudy,City Street,8,Thursday,12,"Mysuru, Karnataka",1,0,0,1,0,India
1,27.1,1.8,9.1,0.0,61.0,1012.67,50,Cloudy,Ring Road,20,Monday,9,"Belagavi, Karnataka",1,0,0,1,0,India
3,30.7,5.8,6.9,7.01,83.6,1019.27,30,Heavy Rain,State Highway,11,Thursday,5,"Belagavi, Karnataka",0,0,1,0,0,India
4,22.4,50.0,9.1,5.17,60.2,1013.49,60,Heavy Rain,National Highway,14,Friday,12,"Mangaluru, Karnataka",1,1,0,0,0,India
1,32.8,2.1,10.0,0.0,52.3,1007.06,30,Cloudy,State Highway,20,Thursday,11,"Hubballi, Karnataka",0,0,0,0,0,India
1,30.5,21.3,13.8,0.0,77.2,1006.85,40,Clear,State Highway,15,Monday,12,"Mysuru, Karnataka",1,0,0,1,0,India
3,29.9,12.7,6.9,0.0,80.4,1013.81,100,Cloudy,Rural Road,6,Monday,6,"Mangaluru, Karnataka",0,1,0,1,0,India
1,31.5,0.2,11.1,0.0,77.3,1007.3,50,Cloudy,City Street,21,Sunday,1,"Hubballi, Karnataka",0,1,0,0,0,India
1,26.2,34.8,11.7,0.0,85.5,1007.4,30,Cloudy,State Highway,15,Friday,9,"Mangaluru, Karnataka",0,0,1,0,0,India
3,28.8,42.5,9.9,0.0,67.9,1005.7,30,Cloudy,City Street,10,Saturday,11,"Hubballi, Karnataka",1,1,0,0,0,India
4,28.1,31.1,8.5,0.0,67.3,1010.67,100,Clear,City Street,6,Monday,1,"Belagavi, Karnataka",1,0,0,1,0,India
1,27.9,8.4,6.6,0.0,54.4,1011.1,50,Cloudy,National Highway,18,Saturday,4,"Mysuru, Karnataka",0,0,0,1,1,India
1,24.6,3.0,15.0,0.0,86.0,1008.37,60,Clear,City Street,15,Sunday,9,"Bengaluru, Karnataka",1,0,1,0,0,India
2,21.8,6.0,10.2,54.0,63.6,1018.48,50,Rain,Ring Road,14,Tuesday,4,"Belagavi, Karnataka",1,1,1,0,1,India
1,26.3,11.4,9.1,0.0,60.4,1012.86,40,Clear,City Street,20,Tuesday,12,"Bengaluru, Karnataka",0,0,0,0,1,India
2,26.0,5.7,15.0,14.52,59.1,1018.79,80,Rain,City Street,18,Thursday,1,"Bengaluru, Karnataka",0,0,0,0,0,India
3,24.3,14.8,10.7,0.0,74.5,1010.65,100,Clear,State Highway,7,Tuesday,6,"Bengaluru, Karnataka",0,1,0,0,0,India
4,32.3,19.1,15.0,0.0,66.3,1006.34,120,Cloudy,National Highway,9,Monday,5,"Bengaluru, Karnataka",0,0,0,0,0,India
1,22.1,2.8,5.8,0.38,67.8,1005.03,30,Rain,State Highway,8,Friday,7,"Belagavi, Karnataka",0,1,1,1,0,India
1,27.1,6.2,9.3,0.0,60.1,1009.38,30,Clear,City Street,17,Saturday,4,"Belagavi, Karnataka",1,1,0,0,1,India
4,33.8,38.0,5.9,23.03,62.0,1013.77,80,Rain,State Highway,2,Thursday,11,"Hubballi, Karnataka",1,0,1,0,1,India
1,32.5,3.4,9.6,0.0,62.8,1008.51,40,Cloudy,National Highway,14,Wednesday,4,"Mangaluru, Karnataka",1,0,1,0,0,India
2,34.1,5.1,9.6,0.0,86.3,1014.28,50,Cloudy,Ring Road,18,Thursday,11,"Mysuru, Karnataka",0,0,0,0,0,India
2,25.0,0.4,8.6,0.0,38.0,1017.02,50,Clear,City Street,20,Wednesday,6,"Hubballi, Karnataka",1,0,0,1,0,India
1,31.9,4.8,10.2,0.0,71.7,1005.97,60,Cloudy,City Street,10,Tuesday,2,"Belagavi, Karnataka",0,1,0,0,0,India
1,22.7,5.6,8.8,0.0,81.3,1004.5,30,Cloudy,National Highway,19,Monday,2,"Hubballi, Karnataka",0,0,0,1,1,India
2,26.6,1.3,9.7,0.0,37.4,1014.74,50,Cloudy,National Highway,6,Tuesday,8,"Mangaluru, Karnataka",0,1,0,1,1,India
1,27.1,0.0,7.7,0.0,63.9,1011.34,50,Cloudy,National Highway,19,Thursday,12,"Bengaluru, Karnataka",0,1,0,0,0,India
1,25.1,10.3,14.3,0.0,79.7,1011.63,40,Cloudy,City Street,6,Monday,12,"Bengaluru, Karnataka",0,1,1,0,0,India
2,26.2,4.3,6.7,0.0,53.7,1013.49,100,Clear,National Highway,11,Saturday,6,"Belagavi, Karnataka",0,1,0,1,1,India
2,25.5,0.2,10.6,0.0,69.0,1002.37,80,Clear,City Street,18,Thursday,7,"Belagavi, Karnataka",0,0,1,1,1,India
2,23.1,23.6,6.4,0.0,51.0,1012.21,40,Clear,Ring Road,6,Thursday,3,"Hubballi, Karnataka",0,0,0,0,0,India
2,32.3,10.5,7.5,0.0,65.5,1010.9,60,Clear,State Highway,8,Tuesday,4,"Mangaluru, Karnataka",1,1,0,0,1,India
2,27.1,2.3,7.8,31.38,84.2,1012.31,50,Rain,State Highway,17,Sunday,1,"Bengaluru, Karnataka",1,0,1,0,1,India
2,29.0,24.1,9.6,1.83,90.4,1005.23,50,Rain,City Street,17,Wednesday,8,"Hubballi, Karnataka",0,0,0,0,1,India
1,28.8,3.5,10.5,0.0,68.8,1010.4,40,Clear,Ring Road,16,Tuesday,11,"Bengaluru, Karnataka",1,1,0,0,0,India
3,28.3,3.1,6.7,10.68,45.8,1007.58,60,Thunderstorm,Rural Road,17,Sunday,5,"Mangaluru, Karnataka",0,1,1,0,1,India
3,28.5,27.0,8.8,0.0,60.3,1015.22,100,Cloudy,National Highway,14,Monday,9,"Hubballi, Karnataka",1,0,0,0,0,India
4,26.5,2.4,7.0,0.0,37.8,1009.57,80,Fog,National Highway,8,Sunday,7,"Belagavi, Karnataka",0,1,0,0,0,India
3,35.1,25.3,6.9,15.25,60.6,1007.0,50,Rain,City Street,10,Wednesday,11,"Mysuru, Karnataka",1,0,1,0,0,India
2,31.8,19.5,13.4,12.72,79.5,1005.05,60,Rain,City Street,7,Friday,7,"Mangaluru, Karnataka",0,1,0,1,0,India
1,28.1,4.4,5.8,0.0,44.6,1014.36,50,Clear,National Highway,20,Wednesday,3,"Bengaluru, Karnataka",1,1,1,1,0,India
1,25.8,0.4,10.2,0.0,61.9,1014.91,50,Clear,City Street,15,Thursday,1,"Mysuru, Karnataka",0,1,0,0,0,India
1,27.4,1.0,15.0,0.0,52.8,1019.62,40,Clear,City Street,11,Thursday,12,"Mangaluru, Karnataka",1,0,0,1,0,India
1,30.1,1.4,13.6,34.88,91.9,1008.39,30,Rain,National Highway,12,Saturday,4,"Bengaluru, Karnataka",0,0,1,0,1,India
1,35.5,26.6,11.3,0.0,71.0,1004.94,40,Clear,Rural Road,21,Thursday,8,"Mysuru, Karnataka",0,1,0,0,0,India
1,21.1,6.2,10.0,11.85,77.8,1009.37,50,Rain,National Highway,7,Saturday,6,"Bengaluru, Karnataka",0,1,1,0,0,India
1,31.3,0.4,12.2,0.0,69.4,1006.51,60,Clear,City Street,15,Saturday,1,"Bengaluru, Karnataka",1,0,0,0,0,India
1,33.6,9.8,11.1,0.67,76.4,1006.85,30,Rain,City Street,13,Wednesday,11,"Mysuru, Karnataka",0,1,0,0,0,India
1,20.6,2.8,14.3,0.0,81.2,1012.37,50,Clear,State Highway,15,Thursday,6,"Hubballi, Karnataka",1,1,0,1,0,India
1,27.1,3.2,9.6,0.0,65.6,1015.46,40,Clear,City Street,0,Saturday,5,"Mangaluru, Karnataka",0,1,0,1,0,India
1,22.7,2.1,13.0,0.0,57.0,1012.07,60,Clear,City Street,20,Saturday,6,"Hubballi, Karnataka",0,1,0,0,0,India
2,30.2,17.2,9.0,0.0,51.0,1010.57,80,Cloudy,Ring Road,21,Monday,5,"Bengaluru, Karnataka",1,0,0,0,0,India
1,26.2,0.0,15.0,0.0,91.4,1014.1,100,Clear,State Highway,14,Saturday,9,"Mysuru, Karnataka",1,1,0,0,0,India
1,27.3,6.9,9.5,2.75,77.3,1008.86,80,Rain,City Street,17,Thursday,7,"Mangaluru, Karnataka",0,1,0,0,0,India
3,25.9,1.1,5.1,0.0,31.7,1017.25,80,Clear,City Street,21,Friday,2,"Belagavi, Karnataka",0,0,0,0,0,India
2,31.6,9.6,10.2,0.0,61.3,1025.0,60,Clear,City Street,17,Wednesday,9,"Mangaluru, Karnataka",0,1,0,0,1,India
1,29.1,5.1,12.3,12.99,71.2,1006.85,40,Rain,Rural Road,7,Monday,4,"Hubballi, Karnataka",1,1,0,0,1,India
1,29.2,0.3,14.9,0.0,90.1,1016.05,60,Clear,National Highway,14,Sunday,1,"Mysuru, Karnataka",1,1,0,0,0,India
4,28.8,7.4,7.0,0.0,48.5,1016.05,60,Fog,State Highway,15,Sunday,11,"Hubballi, Karnataka",1,1,0,0,1,India
4,30.9,10.1,4.8,26.19,71.4,1012.64,40,Thunderstorm,City Street,11,Tuesday,10,"Bengaluru, Karnataka",0,0,0,0,1,India
2,26.7,3.4,11.5,0.0,59.0,1016.43,40,Clear,National Highway,17,Wednesday,10,"Mangaluru, Karnataka",1,0,0,0,0,India
1,36.5,17.4,11.4,0.0,47.0,1011.77,40,Clear,Ring Road,21,Thursday,6,"Hubballi, Karnataka",0,0,1,1,0,India
2,21.8,5.6,5.8,0.0,85.2,1013.24,50,Clear,City Street,21,Thursday,2,"Belagavi, Karnataka",0,1,1,0,0,India
1,19.4,16.6,9.0,14.48,50.5,1010.41,50,Rain,State Highway,12,Monday,6,"Hubballi, Karnataka",0,0,0,0,1,India
3,19.0,10.4,9.1,0.0,79.6,1010.7,100,Cloudy,City Street,6,Monday,9,"Bengaluru, Karnataka",1,0,1,0,1,India
1,17.6,24.4,12.5,0.0,41.1,1013.18,30,Cloudy,State Highway,23,Sunday,3,"Hubballi, Karnataka",0,0,0,0,1,India
2,31.4,9.5,8.8,8.43,57.6,1012.11,50,Rain,City Street,19,Sunday,8,"Mangaluru, Karnataka",0,1,1,1,1,India
3,30.8,2.5,8.7,0.0,73.6,1004.77,80,Clear,National Highway,6,Thursday,10,"Mangaluru, Karnataka",1,0,0,0,1,India
4,34.0,20.8,10.3,7.49,75.8,1012.55,120,Rain,State Highway,21,Wednesday,10,"Mysuru, Karnataka",0,0,1,0,1,India
3,22.7,18.3,5.9,3.83,71.6,1008.77,60,Rain,National Highway,19,Sunday,8,"Bengaluru, Karnataka",0,1,0,0,0,India
4,31.7,43.1,15.0,0.0,79.8,1007.22,100,Cloudy,City Street,13,Thursday,9,"Mysuru, Karnataka",1,0,0,1,1,India
2,28.3,1.2,12.8,18.46,60.7,1014.85,30,Heavy Rain,State Highway,15,Thursday,5,"Mangaluru, Karnataka",0,1,0,0,0,India
1,28.8,10.7,7.9,2.38,85.9,1005.33,60,Rain,State Highway,11,Monday,8,"Hubballi, Karnataka",0,0,0,0,0,India
2,31.1,8.1,6.6,0.0,70.3,1008.64,50,Clear,State Highway,4,Wednesday,12,"Hubballi, Karnataka",0,0,0,0,0,India
1,24.2,13.3,6.9,0.0,76.0,1004.67,60,Cloudy,National Highway,10,Friday,8,"Belagavi, Karnataka",1,0,1,0,1,India
4,40.9,47.1,11.8,0.0,70.5,1007.99,50,Cloudy,Ring Road,18,Friday,5,"Bengaluru, Karnataka",1,0,0,0,0,India
2,34.7,9.1,7.0,0.0,72.4,1021.96,50,Clear,National Highway,0,Sunday,12,"Mangaluru, Karnataka",1,0,0,1,0,India
3,25.3,13.9,9.3,13.46,50.0,1006.18,40,Thunderstorm,Rural Road,10,Saturday,10,"Mysuru, Karnataka",0,1,0,0,0,India
2,22.5,5.1,4.9,0.0,50.9,1009.24,50,Clear,City Street,11,Friday,11,"Mangaluru, Karnataka",1,0,0,0,0,India
1,27.6,4.3,11.6,0.0,56.9,1016.96,40,Cloudy,City Street,14,Tuesday,12,"Belagavi, Karnataka",1,0,1,0,0,India
1,28.9,4.9,11.7,0.0,72.7,1012.19,40,Cloudy,State Highway,21,Wednesday,1,"Mangaluru, Karnataka",1,0,1,1,0,India
