Severity,Temperature_F,Wind_Speed_mph,Visibility_mi,Precipitation_in,Humidity_pct,Pressure_in,Speed_Limit,Weather_Condition,Road_Type,Hour,Day_of_Week,Month,State,Junction,Traffic_Signal,Crossing,Stop,Amenity
4,29.1,18.8,10.0,0.0,68.7,29.56,35,Snow,City Street,12,Friday,8,NC,1,1,0,1,0
1,78.1,0.2,6.9,0.0,49.5,29.05,55,Clear,City Street,15,Wednesday,12,NC,0,0,0,1,0
1,52.0,8.6,6.2,0.0,79.8,28.84,35,Clear,City Street,15,Thursday,3,NC,1,0,0,0,1
2,79.8,2.7,10.0,0.0,58.4,29.71,45,Clear,State Road,5,Monday,10,GA,1,0,0,1,0
1,85.8,2.6,9.8,0.2,58.4,29.58,55,Heavy Rain,State Road,16,Saturday,5,PA,1,1,0,1,0
2,72.8,2.0,8.4,0.13,62.3,30.93,35,Thunderstorm,Highway,8,Tuesday,11,OH,0,1,0,0,0
2,43.8,13.8,10.0,0.27,57.0,30.07,70,Rain,Interstate,17,Friday,9,NY,0,0,0,0,0
2,35.0,3.7,10.0,0.0,65.5,29.8,45,Fog,State Road,19,Wednesday,11,MI,0,0,0,0,0
1,31.3,0.6,9.1,0.82,100.0,30.23,35,Rain,Interstate,18,Friday,6,IL,0,0,0,0,1
1,82.1,0.8,6.2,0.0,70.8,30.41,25,Cloudy,State Road,14,Sunday,2,MI,1,0,0,1,0
1,57.3,1.3,9.5,0.0,68.5,30.51,65,Cloudy,Highway,13,Sunday,9,CA,0,1,0,1,0
2,48.0,18.3,5.5,0.0,75.7,30.03,65,Clear,City Street,6,Wednesday,11,GA,0,0,1,0,0
1,57.4,4.5,10.0,0.0,57.8,29.89,25,Clear,Highway,18,Monday,5,MI,1,1,0,0,0
3,81.6,19.8,5.9,0.03,40.7,29.98,55,Rain,Interstate,8,Tuesday,3,CA,0,1,1,0,0
1,75.6,13.6,7.4,0.0,10.0,29.87,65,Cloudy,Rural Road,13,Tuesday,6,TX,1,0,0,0,0
3,68.8,14.6,5.5,0.0,19.0,29.64,70,Cloudy,City Street,9,Tuesday,7,GA,0,0,0,1,0
1,72.8,2.7,8.5,0.0,75.0,30.42,25,Cloudy,City Street,6,Saturday,9,NC,1,1,0,1,0
1,63.6,2.5,8.7,0.0,67.4,29.8,45,Clear,City Street,15,Tuesday,11,IL,0,1,0,1,0
3,66.0,6.6,10.0,0.0,57.0,29.39,35,Cloudy,Interstate,4,Wednesday,6,NY,1,0,0,0,0
1,64.4,4.3,8.4,0.0,100.0,29.91,45,Cloudy,Highway,17,Tuesday,8,OH,0,0,0,1,1
1,60.0,5.7,8.1,0.0,59.3,30.26,45,Cloudy,City Street,9,Thursday,7,OH,0,0,0,0,0
4,75.1,0.4,6.3,0.0,12.8,29.17,55,Snow,City Street,0,Thursday,2,OH,1,0,0,1,0
3,67.2,28.5,7.1,0.0,75.0,29.77,65,Cloudy,Interstate,13,Saturday,12,CA,0,1,0,0,0
1,42.4,0.5,3.8,0.04,83.2,29.5,75,Rain,Rural Road,3,Friday,8,GA,1,0,0,0,0
3,70.6,1.6,10.0,0.0,74.4,30.99,35,Fog,Interstate,8,Thursday,7,NC,0,1,0,1,0
4,64.9,9.1,7.7,0.0,83.5,29.95,65,Snow,City Street,17,Wednesday,6,FL,0,0,1,0,0
4,72.2,1.4,10.0,0.0,24.8,30.68,65,Fog,Highway,4,Monday,3,IL,0,0,1,0,1
1,57.9,0.9,7.6,0.0,61.9,30.02,55,Clear,City Street,19,Thursday,2,PA,0,0,0,1,0
4,76.2,1.3,2.3,0.0,43.4,30.07,65,Clear,City Street,0,Monday,5,MI,0,0,0,0,1
1,58.8,0.5,6.6,0.0,70.5,29.87,45,Clear,City Street,8,Friday,11,TX,0,1,0,1,0
1,74.5,2.3,8.0,0.0,90.4,29.79,25,Clear,Highway,17,Saturday,10,MI,0,0,0,0,0
2,50.9,2.5,8.2,0.0,52.6,29.86,35,Fog,City Street,9,Wednesday,10,PA,0,0,0,0,0
1,52.3,5.5,10.0,0.07,73.0,29.57,35,Rain,Highway,6,Tuesday,1,PA,1,0,0,0,0
1,72.0,4.6,8.5,0.0,42.5,29.89,70,Clear,Rural Road,10,Thursday,11,TX,1,0,0,1,0
3,53.4,5.1,7.0,0.0,59.6,29.09,75,Clear,Highway,8,Tuesday,12,NY,1,0,0,1,0
1,104.1,7.7,5.3,0.0,49.7,29.99,45,Clear,City Street,19,Monday,10,NY,0,1,0,0,0
2,71.3,2.1,6.8,0.28,96.0,29.3,65,Rain,Highway,9,Saturday,1,IL,1,0,0,0,0
1,60.5,1.2,9.8,0.82,38.4,29.95,45,Rain,State Road,18,Tuesday,4,NC,0,0,1,0,0
2,76.4,16.9,10.0,0.0,61.8,30.06,45,Snow,Interstate,20,Monday,3,TX,0,1,1,1,1
4,50.4,8.0,6.0,0.11,87.4,30.61,55,Thunderstorm,Highway,12,Tuesday,1,NY,0,1,0,1,1
1,78.5,0.5,10.0,0.0,21.1,30.06,70,Clear,Highway,20,Wednesday,2,PA,0,0,0,0,0
2,77.9,26.0,9.7,0.0,68.6,29.77,45,Clear,Highway,10,Friday,12,GA,0,1,1,0,0
2,85.1,9.4,5.3,0.0,62.2,29.59,65,Clear,City Street,22,Sunday,2,GA,0,1,0,0,0
2,51.2,1.3,8.7,0.0,46.4,30.26,35,Cloudy,City Street,5,Tuesday,12,TX,1,0,0,0,0
4,35.5,27.8,9.1,0.0,84.3,29.85,45,Fog,State Road,16,Friday,5,NY,0,1,0,0,1
2,47.8,3.6,4.8,0.0,94.3,29.52,35,Cloudy,City Street,13,Monday,5,IL,0,0,1,0,0
4,54.4,33.3,3.9,0.32,73.2,29.98,70,Rain,Highway,11,Sunday,1,MI,0,1,1,0,1
1,93.3,0.9,9.4,0.0,54.1,28.97,35,Cloudy,Rural Road,16,Tuesday,12,NC,0,0,1,0,0
3,103.9,1.4,6.6,0.0,31.1,29.94,65,Clear,Rural Road,17,Friday,12,CA,0,1,0,0,0
1,66.9,8.6,10.0,0.0,63.6,29.51,55,Clear,Interstate,0,Monday,8,FL,1,1,1,0,0
1,60.2,0.2,10.0,0.0,56.9,29.74,65,Cloudy,Interstate,7,Saturday,1,OH,0,1,0,0,0
2,53.0,0.2,9.4,0.02,58.1,30.9,70,Rain,State Road,17,Friday,5,IL,1,0,0,1,1
2,76.5,12.6,10.0,0.0,50.1,29.66,55,Clear,State Road,16,Tuesday,11,MI,1,0,1,0,1
2,103.8,1.5,4.9,0.12,48.3,30.29,25,Rain,City Street,22,Monday,7,GA,0,0,0,1,0
4,95.7,20.1,4.0,0.0,60.6,30.42,70,Snow,Highway,18,Wednesday,3,IL,1,1,1,0,1
1,82.8,4.4,7.6,0.0,35.4,30.33,45,Cloudy,State Road,22,Monday,6,TX,1,1,1,1,0
1,82.5,16.5,4.1,0.06,80.7,30.09,25,Rain,Highway,17,Monday,8,IL,0,0,0,1,0
1,76.6,4.3,8.9,0.0,44.7,29.35,55,Cloudy,State Road,9,Saturday,5,NY,0,0,1,0,0
1,59.1,6.0,5.6,0.0,62.2,29.57,45,Rain,City Street,6,Thursday,10,FL,0,0,0,1,1
4,45.3,3.0,8.6,0.14,53.5,29.32,70,Heavy Rain,Highway,18,Monday,11,NC,0,0,0,0,0
2,59.6,8.6,7.5,0.0,73.0,29.72,55,Windy,Highway,16,Sunday,8,GA,0,0,0,1,0
1,68.4,3.1,9.9,0.0,71.9,29.73,25,Clear,City Street,3,Friday,2,MI,0,0,0,0,0
1,30.9,2.0,9.0,0.0,70.1,29.44,35,Cloudy,Highway,10,Saturday,7,CA,0,1,0,0,0
1,56.9,0.7,6.8,0.0,36.6,30.17,35,Clear,Interstate,22,Friday,5,CA,0,0,0,0,0
3,43.5,0.5,3.9,0.0,56.2,29.65,65,Clear,Highway,13,Saturday,4,MI,0,0,0,0,0
1,80.3,2.9,8.5,0.24,92.0,29.72,25,Rain,City Street,12,Tuesday,4,GA,1,0,0,0,0
4,49.0,10.7,2.8,0.0,53.2,29.12,45,Fog,State Road,12,Tuesday,10,OH,0,1,0,0,0
1,66.6,1.8,10.0,0.0,81.0,29.93,65,Cloudy,Highway,7,Wednesday,9,TX,0,0,1,0,0
2,46.0,2.8,9.6,0.0,59.8,29.85,55,Clear,State Road,10,Thursday,11,MI,0,0,0,1,0
2,92.0,18.8,10.0,0.0,53.8,29.6,55,Clear,City Street,10,Tuesday,7,FL,0,0,1,0,0
3,26.0,8.2,5.1,0.0,63.7,30.09,55,Cloudy,Rural Road,4,Friday,6,NC,0,0,1,0,0
1,69.5,20.2,9.1,0.0,43.4,29.96,35,Clear,City Street,18,Sunday,6,IL,0,1,0,0,0
2,34.5,19.4,6.0,0.0,78.0,30.19,65,Clear,Highway,11,Saturday,8,CA,0,0,0,0,0
2,49.8,0.5,8.4,0.12,42.9,30.22,75,Rain,Highway,19,Tuesday,11,FL,1,1,0,0,0
2,64.1,24.8,5.0,0.0,71.1,30.26,25,Clear,State Road,19,Thursday,3,PA,0,0,0,0,0
1,65.1,0.4,7.7,0.0,81.6,30.73,45,Cloudy,Highway,7,Thursday,4,MI,0,0,0,1,0
3,64.6,20.8,3.9,0.16,68.5,29.96,45,Heavy Rain,State Road,16,Friday,5,FL,1,0,0,0,0
1,63.0,6.3,7.5,0.0,48.6,29.43,35,Clear,Interstate,12,Friday,5,MI,1,0,0,0,1
2,47.2,6.1,3.1,0.25,63.7,29.69,45,Rain,City Street,20,Friday,11,CA,0,0,0,0,0
1,56.7,10.0,10.0,0.29,45.3,29.7,25,Rain,City Street,7,Saturday,1,GA,0,1,0,0,0
2,60.6,16.9,8.5,0.04,55.8,29.44,55,Rain,City Street,16,Monday,9,OH,0,0,1,0,0
1,63.9,7.7,8.0,0.0,49.5,28.64,55,Cloudy,Rural Road,15,Saturday,5,NC,0,0,1,0,0
1,58.7,4.4,10.0,0.0,44.8,30.02,55,Clear,Highway,9,Tuesday,7,NC,0,1,0,0,0
3,74.6,0.9,4.1,0.0,72.6,29.92,45,Snow,City Street,6,Wednesday,12,MI,1,1,0,0,0
4,61.9,12.5,5.7,0.22,79.7,30.86,75,Heavy Rain,Rural Road,16,Tuesday,8,GA,1,0,0,0,0
1,64.0,1.1,9.6,0.0,81.1,30.83,55,Clear,Highway,17,Thursday,3,FL,0,1,0,0,0
2,52.3,10.4,8.5,0.0,64.8,30.24,70,Clear,State Road,9,Tuesday,10,NC,0,1,0,0,0
1,39.0,6.0,5.8,0.0,89.4,30.18,45,Clear,Interstate,16,Friday,12,CA,0,0,0,0,0
1,63.1,3.9,9.9,0.0,46.5,29.49,65,Clear,City Street,11,Wednesday,7,OH,1,0,0,0,1
1,84.1,7.6,8.9,0.0,85.7,29.99,25,Cloudy,Highway,17,Friday,7,MI,1,0,0,1,1
2,68.9,11.8,9.5,0.0,78.2,29.84,65,Clear,City Street,7,Saturday,9,TX,0,0,0,1,1
3,43.7,22.7,9.2,0.0,60.8,29.97,65,Clear,State Road,20,Thursday,9,CA,0,0,0,0,1
2,76.3,2.5,6.0,0.34,64.5,29.52,45,Heavy Rain,State Road,9,Friday,5,CA,0,0,0,0,1
3,53.3,23.5,7.8,0.0,80.7,30.11,75,Clear,State Road,10,Sunday,8,IL,0,0,0,0,0
4,74.3,25.9,2.4,0.55,73.2,29.22,55,Heavy Rain,Highway,4,Saturday,9,GA,1,0,0,1,0
2,52.6,13.4,6.5,0.22,65.2,31.42,45,Rain,City Street,6,Wednesday,4,NC,0,1,1,0,0
1,67.1,17.1,7.3,0.0,51.0,30.62,35,Clear,City Street,13,Saturday,8,FL,1,0,0,0,1
1,49.6,9.4,9.9,0.12,41.5,30.56,35,Rain,Rural Road,8,Thursday,2,FL,0,1,1,0,0
1,50.1,0.3,9.5,0.08,62.2,29.26,35,Rain,Highway,19,Tuesday,5,PA,0,0,0,0,0
4,28.7,6.8,5.7,0.0,37.1,29.09,55,Cloudy,Rural Road,0,Wednesday,1,MI,1,1,1,0,0
1,70.2,11.0,5.7,0.0,74.6,30.04,55,Clear,Highway,10,Thursday,7,OH,1,1,0,0,0
2,67.4,22.7,10.0,0.0,24.5,29.75,55,Cloudy,State Road,10,Friday,1,MI,0,1,1,0,0
4,68.5,6.8,7.1,0.0,66.1,30.82,70,Fog,Interstate,0,Saturday,6,PA,1,0,0,0,0
1,65.5,12.6,8.3,0.46,54.5,30.21,25,Rain,State Road,6,Monday,2,FL,1,0,0,1,0
1,44.8,9.8,10.0,0.0,51.2,29.88,45,Clear,Highway,11,Wednesday,9,OH,0,1,0,0,0
3,79.3,2.6,7.8,0.18,54.5,30.64,70,Rain,Highway,13,Tuesday,3,CA,1,0,0,1,0
1,79.9,1.3,7.5,0.0,10.0,29.99,25,Cloudy,State Road,11,Monday,1,NC,0,0,0,0,0
1,44.2,11.1,7.1,0.0,51.2,30.01,35,Cloudy,City Street,14,Tuesday,12,MI,0,1,0,0,1
1,70.6,2.1,6.5,0.03,42.6,30.42,45,Rain,Interstate,15,Wednesday,6,FL,0,1,1,0,0
4,77.5,2.2,8.4,0.0,42.9,29.56,65,Cloudy,City Street,0,Friday,7,PA,1,1,0,0,0
4,50.6,8.3,2.5,0.0,100.0,30.41,55,Snow,Rural Road,12,Friday,6,NC,0,0,0,0,0
1,54.1,12.4,6.9,0.12,32.2,30.18,55,Rain,City Street,22,Thursday,6,CA,0,0,0,1,0
1,70.7,7.0,9.6,0.03,67.9,29.44,70,Rain,Rural Road,13,Monday,12,TX,0,0,1,0,0
2,29.8,17.3,9.3,0.0,44.1,30.88,55,Clear,Highway,16,Friday,6,TX,0,0,0,0,0
3,38.2,1.9,10.0,0.0,41.8,29.67,70,Snow,Interstate,9,Thursday,12,IL,0,0,1,1,0
1,40.2,2.3,10.0,0.03,33.1,29.08,35,Thunderstorm,State Road,18,Friday,7,PA,0,0,0,0,0
2,24.1,8.1,9.2,0.0,82.6,29.51,45,Clear,Interstate,18,Tuesday,12,TX,0,0,0,1,0
2,81.7,14.1,8.1,0.0,84.1,29.38,65,Cloudy,Highway,13,Tuesday,10,MI,0,1,1,0,0
1,20.2,6.2,6.6,0.0,47.6,30.0,35,Clear,City Street,22,Tuesday,8,OH,1,1,0,0,0
1,66.9,0.1,9.5,0.36,78.2,30.71,35,Heavy Rain,City Street,6,Tuesday,3,CA,1,1,0,0,0
1,76.2,9.0,9.0,0.45,39.3,30.02,45,Rain,Interstate,0,Thursday,8,GA,0,0,0,1,1
2,54.1,13.4,6.9,0.0,52.0,30.69,70,Clear,City Street,18,Thursday,7,OH,1,0,1,1,0
3,46.6,2.6,5.4,0.0,73.6,30.43,35,Fog,State Road,18,Monday,2,PA,0,1,0,1,0
2,64.7,0.4,7.8,0.0,40.0,28.57,75,Clear,City Street,6,Sunday,1,NC,0,0,0,0,0
4,60.0,5.8,10.0,0.51,45.2,30.35,65,Heavy Rain,State Road,8,Thursday,9,CA,0,0,1,0,0
2,80.1,0.3,8.3,0.0,60.5,29.61,55,Cloudy,Highway,0,Wednesday,10,GA,1,0,0,0,0
1,7.4,4.3,8.1,0.0,60.7,30.16,25,Clear,Highway,9,Saturday,6,FL,1,1,0,0,1
1,41.6,0.1,9.3,0.0,38.4,29.87,55,Clear,Highway,18,Saturday,3,IL,0,0,0,0,0
1,71.2,2.0,9.4,0.0,100.0,31.29,45,Clear,City Street,13,Tuesday,7,MI,0,1,0,0,0
2,61.0,3.9,8.7,0.98,43.1,30.12,65,Rain,Interstate,10,Saturday,1,CA,0,0,1,1,0
1,75.0,0.9,7.9,0.0,79.1,30.19,55,Cloudy,Interstate,10,Tuesday,3,CA,0,0,0,1,1
3,65.2,1.0,6.5,0.0,71.9,30.44,75,Clear,Highway,0,Monday,7,NY,0,0,0,0,1
1,57.3,14.0,10.0,0.0,43.9,29.16,35,Clear,Highway,9,Monday,2,PA,0,0,1,1,0
3,54.0,0.3,6.7,0.0,69.3,30.44,70,Clear,Highway,16,Thursday,10,GA,0,1,0,0,1
1,105.0,9.3,10.0,0.9,43.2,29.79,45,Rain,Highway,22,Wednesday,12,NY,0,1,0,0,0
1,90.7,13.5,8.5,0.13,61.4,29.55,55,Rain,Highway,19,Friday,8,TX,1,1,0,1,0
2,69.9,1.1,8.2,0.0,76.5,30.31,70,Clear,State Road,1,Thursday,7,IL,0,0,0,1,0
2,61.6,1.7,10.0,0.0,48.8,29.16,65,Cloudy,City Street,20,Friday,3,IL,0,1,1,0,0
3,70.8,8.2,6.0,0.0,68.2,30.37,70,Clear,City Street,18,Friday,8,CA,0,0,0,1,0
4,76.5,3.0,9.7,0.0,48.5,29.82,75,Fog,City Street,18,Sunday,8,TX,1,0,1,0,0
3,68.4,5.2,8.3,0.0,63.5,29.85,55,Fog,State Road,12,Thursday,4,MI,1,0,0,1,0
1,45.0,14.5,9.2,0.31,62.1,28.78,55,Rain,City Street,11,Wednesday,8,FL,1,0,0,0,0
4,95.7,1.2,5.9,0.0,52.7,30.35,45,Fog,Rural Road,9,Tuesday,4,IL,0,1,0,0,0
4,64.9,7.7,5.9,0.0,23.4,30.02,45,Snow,State Road,4,Friday,4,PA,1,0,1,1,0
4,100.3,22.8,2.5,0.0,75.6,29.67,45,Snow,Highway,8,Thursday,2,OH,0,0,0,1,0
2,63.7,0.5,6.6,0.0,99.8,29.44,65,Cloudy,Highway,8,Friday,7,TX,1,0,0,0,1
2,55.1,0.5,6.5,0.0,62.8,30.29,55,Clear,Highway,13,Saturday,9,IL,0,1,0,0,1
2,87.7,6.5,6.0,0.0,47.7,30.07,65,Clear,State Road,17,Friday,1,PA,1,0,0,1,0
3,66.0,25.8,7.7,0.0,64.2,29.9,65,Clear,Highway,12,Saturday,2,NY,0,0,1,0,0
2,62.7,2.0,8.2,0.32,82.9,29.41,70,Rain,State Road,4,Tuesday,3,GA,0,0,0,0,0
1,36.0,3.2,9.5,0.0,85.6,30.05,35,Clear,Highway,22,Sunday,2,OH,1,0,0,0,0
2,73.2,0.8,9.7,0.0,78.2,30.02,70,Clear,City Street,21,Tuesday,10,MI,0,0,0,1,0
1,50.1,3.6,10.0,0.0,68.9,30.56,55,Cloudy,Highway,18,Wednesday,12,NC,1,1,1,0,1
1,51.0,0.4,10.0,0.0,73.5,29.3,70,Clear,City Street,23,Monday,9,FL,0,1,0,0,0
1,50.2,3.9,8.8,0.0,62.4,29.54,70,Cloudy,Highway,14,Tuesday,7,FL,1,0,0,1,0
3,68.8,6.5,8.2,0.0,40.9,30.87,45,Fog,Highway,22,Friday,3,GA,1,0,0,0,0
4,29.3,29.5,10.0,0.22,52.4,30.0,65,Rain,Rural Road,5,Monday,10,PA,0,0,0,0,0
1,55.8,13.6,10.0,0.0,53.5,30.03,65,Rain,City Street,10,Sunday,8,FL,0,0,0,1,0
3,79.6,13.8,3.6,0.0,65.9,30.38,45,Cloudy,Highway,8,Sunday,4,FL,1,0,1,1,0
2,35.1,2.1,7.5,0.0,24.7,30.81,55,Cloudy,City Street,7,Monday,11,PA,0,0,1,0,0
3,63.5,0.7,2.6,0.0,70.2,29.32,45,Clear,City Street,6,Saturday,12,NY,0,0,0,1,1
3,47.4,7.4,2.5,0.0,19.7,30.99,25,Fog,State Road,15,Wednesday,9,IL,1,1,0,1,0
1,51.9,5.9,6.5,0.0,68.2,29.88,65,Clear,State Road,18,Saturday,1,NY,0,0,0,0,0
1,93.1,5.8,7.6,0.0,83.4,30.03,55,Clear,Rural Road,14,Monday,4,TX,0,0,0,0,0
3,27.0,0.9,6.7,0.47,77.9,29.93,45,Heavy Rain,Highway,6,Friday,6,NC,1,1,1,0,0
1,75.3,5.4,2.7,0.0,42.1,30.65,35,Clear,State Road,18,Friday,7,NY,1,1,0,0,0
1,50.4,1.3,10.0,0.0,72.5,30.38,35,Cloudy,State Road,16,Saturday,8,TX,0,1,0,0,0
1,49.4,4.4,5.9,0.0,74.1,29.83,45,Clear,City Street,11,Saturday,1,PA,0,0,1,0,0
1,37.8,0.5,9.5,0.0,94.1,29.34,75,Clear,Interstate,16,Monday,4,IL,0,0,0,0,0
2,75.1,15.6,6.0,0.0,67.3,29.78,75,Clear,Rural Road,8,Friday,8,MI,1,1,0,0,1
2,56.2,0.1,6.5,0.0,80.5,29.23,65,Clear,City Street,10,Monday,8,OH,0,0,0,0,0
1,53.6,22.4,9.3,0.14,51.3,30.35,25,Rain,Interstate,21,Thursday,9,OH,0,0,0,0,0
4,62.2,15.9,7.0,0.0,43.0,29.56,65,Snow,City Street,9,Wednesday,3,MI,1,0,0,0,0
2,56.6,11.2,8.5,0.0,77.3,29.85,65,Cloudy,City Street,12,Tuesday,4,OH,0,0,0,0,1
4,20.0,32.4,8.8,0.0,77.6,30.49,70,Fog,Interstate,20,Tuesday,8,OH,1,0,0,1,0
1,50.2,0.4,3.7,0.0,47.3,30.3,55,Clear,Highway,17,Tuesday,10,OH,0,0,0,0,0
3,77.9,8.2,9.4,0.0,35.8,30.09,55,Clear,City Street,4,Tuesday,2,GA,0,0,0,1,0
3,29.9,15.1,5.2,0.0,62.5,29.5,55,Clear,City Street,6,Friday,7,MI,0,1,0,0,0
3,38.2,1.1,4.7,0.18,60.9,30.14,55,Rain,Interstate,0,Wednesday,10,GA,0,0,0,0,0
1,51.5,7.0,5.8,0.0,64.7,29.5,45,Cloudy,Rural Road,16,Saturday,11,GA,0,1,0,0,0
1,45.5,4.0,10.0,0.31,77.7,30.15,35,Rain,Rural Road,12,Thursday,12,NY,0,1,0,0,0
4,59.4,4.6,3.2,0.04,80.6,29.25,65,Heavy Rain,Interstate,6,Thursday,1,PA,1,0,0,0,0
2,38.1,19.5,10.0,0.0,60.2,30.5,70,Cloudy,City Street,22,Sunday,2,FL,0,1,0,0,0
2,52.2,6.2,9.0,0.26,40.1,30.0,65,Rain,Highway,13,Saturday,8,FL,0,0,0,0,0
4,59.0,0.8,8.2,0.07,45.5,29.89,65,Thunderstorm,Highway,8,Monday,7,FL,0,0,0,0,0
2,73.0,22.1,8.7,0.0,48.1,30.1,55,Clear,City Street,13,Thursday,8,NY,0,1,0,0,0
1,84.9,1.6,7.1,0.0,57.6,29.84,55,Cloudy,State Road,16,Thursday,2,OH,0,0,0,1,0
3,54.8,17.9,10.0,0.08,49.7,29.93,75,Rain,State Road,5,Sunday,3,CA,0,0,1,0,0
4,97.8,28.3,6.7,0.54,55.1,30.55,75,Rain,State Road,8,Friday,12,NY,0,0,0,0,0
2,56.3,16.8,3.1,0.0,61.5,30.43,55,Clear,Interstate,18,Wednesday,4,OH,0,1,0,0,0
2,76.6,9.0,7.8,0.0,47.1,30.26,45,Cloudy,State Road,12,Monday,1,TX,1,1,0,1,0
1,98.6,10.9,10.0,0.0,66.4,30.03,45,Cloudy,Rural Road,14,Monday,7,OH,1,1,0,0,0
1,62.8,9.6,9.5,0.0,96.6,29.74,65,Cloudy,Interstate,12,Thursday,12,IL,0,0,0,0,0
2,32.5,4.9,10.0,0.0,56.7,30.44,35,Clear,State Road,3,Sunday,7,NC,1,1,0,1,0
4,61.8,2.6,7.2,0.0,46.4,29.44,75,Fog,State Road,7,Sunday,1,NY,1,0,0,1,0
4,47.8,2.7,7.5,0.33,66.1,30.79,65,Heavy Rain,City Street,12,Thursday,11,IL,0,1,0,0,0
1,54.5,10.5,7.3,0.0,44.1,30.26,35,Cloudy,City Street,7,Saturday,12,CA,0,0,0,0,0
4,99.7,7.9,5.7,0.06,57.1,30.49,45,Rain,State Road,3,Tuesday,8,MI,0,0,1,1,0
4,35.5,7.0,6.6,0.0,46.4,30.13,35,Fog,Highway,19,Wednesday,6,NC,0,1,0,1,0
1,66.0,8.5,4.9,0.0,38.6,29.84,25,Clear,Highway,23,Wednesday,1,PA,0,1,0,0,0
3,42.4,11.9,1.1,0.0,42.4,30.37,55,Clear,Highway,18,Friday,4,CA,0,1,0,1,0
1,53.8,11.0,6.3,0.0,46.8,29.2,35,Cloudy,Highway,19,Saturday,5,CA,0,0,0,0,0
3,74.9,0.9,8.1,0.1,39.2,29.61,45,Heavy Rain,Highway,8,Wednesday,3,GA,0,0,0,0,0
2,66.4,3.6,9.9,0.0,85.6,29.8,65,Clear,City Street,22,Thursday,6,CA,0,1,0,0,0
1,55.5,2.5,6.3,0.0,68.6,29.21,35,Windy,Interstate,7,Monday,4,CA,0,0,0,1,0
3,47.0,6.2,6.3,0.0,78.8,30.22,70,Cloudy,City Street,22,Tuesday,7,NC,0,0,0,0,1
1,66.3,0.5,10.0,0.0,32.8,30.53,35,Cloudy,Interstate,23,Saturday,4,OH,0,1,0,0,0
2,94.2,11.5,4.0,0.0,54.1,29.05,55,Clear,City Street,17,Monday,2,MI,0,0,1,0,1
2,42.0,0.9,7.5,0.0,68.4,29.69,70,Clear,City Street,23,Friday,5,FL,0,1,0,0,1
3,98.2,2.5,10.0,0.09,93.1,29.82,25,Heavy Rain,State Road,14,Thursday,11,NC,0,0,1,0,0
4,84.0,12.2,5.9,0.09,44.9,30.06,35,Thunderstorm,State Road,8,Tuesday,6,GA,0,0,0,0,0
1,87.4,0.4,3.4,0.0,34.3,30.33,35,Cloudy,Rural Road,12,Thursday,10,TX,1,0,0,0,1
3,66.2,8.6,10.0,0.16,63.8,29.76,45,Thunderstorm,Interstate,15,Wednesday,4,TX,1,0,1,1,0
4,83.4,20.7,10.0,0.0,46.5,30.37,65,Snow,State Road,5,Sunday,4,IL,1,0,0,0,1
1,39.8,7.7,10.0,0.0,94.1,29.94,55,Cloudy,Highway,15,Friday,6,PA,1,0,0,0,0
1,46.6,10.0,7.7,0.36,70.8,29.6,45,Rain,City Street,23,Wednesday,10,PA,0,0,0,0,0
2,75.3,12.6,9.9,0.0,54.3,30.02,55,Cloudy,Highway,7,Sunday,4,OH,1,1,1,0,0
3,65.9,2.0,0.5,0.0,54.3,29.27,45,Cloudy,Highway,18,Sunday,5,MI,0,0,1,0,0
2,57.0,7.0,6.7,0.0,57.5,29.77,45,Clear,Rural Road,20,Thursday,8,FL,0,1,1,1,0
1,9.9,3.0,10.0,0.58,23.5,29.81,45,Rain,City Street,21,Sunday,6,FL,0,0,0,0,0
2,51.3,2.3,3.8,0.0,60.8,29.6,45,Clear,City Street,22,Friday,11,MI,0,0,0,0,0
3,36.5,1.7,7.0,0.0,50.3,31.17,55,Snow,Interstate,13,Friday,7,TX,0,0,0,0,0
3,69.9,7.0,9.0,0.0,72.7,30.55,45,Snow,City Street,22,Thursday,2,CA,0,1,0,0,0
1,56.2,12.7,5.6,0.0,42.0,30.0,45,Clear,City Street,17,Friday,1,FL,0,0,0,0,0
1,47.4,16.7,8.0,0.0,73.7,30.11,45,Clear,Highway,7,Wednesday,5,TX,0,0,0,0,0
1,105.0,4.5,9.2,0.0,70.9,30.16,35,Cloudy,State Road,12,Monday,1,IL,1,1,0,0,0
1,80.8,3.7,8.9,0.0,63.2,30.21,35,Cloudy,City Street,17,Wednesday,10,PA,0,0,0,0,0
1,81.1,9.3,6.8,0.0,85.1,30.68,45,Clear,State Road,8,Wednesday,11,PA,1,1,0,1,0
3,104.0,12.1,5.5,0.0,22.3,30.36,75,Cloudy,Highway,16,Friday,12,PA,0,0,0,0,0
1,76.0,2.3,9.2,0.0,68.9,28.91,35,Clear,Highway,16,Wednesday,9,PA,0,1,1,0,0
1,44.6,2.8,9.0,0.0,59.1,30.32,45,Clear,State Road,7,Thursday,8,OH,1,0,1,0,1
1,42.2,6.1,8.9,0.0,58.5,29.48,70,Clear,State Road,14,Friday,11,IL,0,0,0,0,1
1,79.3,4.7,8.3,0.0,40.4,29.62,25,Clear,City Street,18,Thursday,6,NY,0,1,0,0,0
4,18.8,9.8,9.0,0.04,31.6,30.39,55,Heavy Rain,State Road,13,Wednesday,6,NY,1,0,1,0,0
